,name,company,year,Price,kms_driven,fuel_type
4818,Tata Sumo EX,Tata,2015,529000,84931,Diesel
4819,Datsun redi-GO T,Datsun,2016,225000,15000,Petrol
4820,BMW X5 xDrive 30d,BMW,2009,2000000,110000,Diesel
4821,BMW 6 Series 630i Coupe,BMW,2011,4750000,5900,Petrol
4822,Maruti Alto Vxi 1.1,Maruti,2002,122000,103653,Petrol
4823,Volkswagen Polo Petrol Comfortline 1.2L,Volkswagen,2012,365000,64806,Petrol
4824,Datsun GO Plus A,Datsun,2016,310000,35000,Petrol
4825,Hyundai Creta 1.6 VTVT S,Hyundai,2016,1150000,40000,Petrol
4826,Maruti Alto K10 VXI,Maruti,2015,346000,23876,Petrol
4827,Hyundai Santa Fe 4X4,Hyundai,2013,838000,67901,Diesel
4828,Volkswagen Polo GT TDI,Volkswagen,2014,480000,68865,Diesel
4829,Honda Amaze S i-Dtech,Honda,2014,450000,71000,Diesel
4830,Maruti Esteem Vxi,Maruti,2004,80000,95000,Petrol
4831,Maruti Swift VDI,Maruti,2014,395000,25000,Diesel
4832,Skoda Rapid 1.6 TDI Ambition,Skoda,2012,365000,180000,Diesel
4833,Mercedes-Benz E-Class 280 CDI,Mercedes-Benz,2005,1000000,131000,Diesel
4834,Mahindra Scorpio SLE BSIV,Mahindra,2011,400000,65000,Diesel
4835,Nissan Sunny 2011-2014 Diesel XL,Nissan,2012,475000,117777,Diesel
4836,Maruti Swift Dzire VXi,Maruti,2009,310000,65000,Petrol
4837,Hyundai EON Sportz,Hyundai,2017,361000,46897,Petrol
4838,Honda Brio S MT,Honda,2015,429000,36695,Petrol
4839,Nissan Micra XV Primo,Nissan,2011,213000,43000,Petrol
4840,Maruti Alto LXi BSII,Maruti,2008,110000,54000,Petrol
4841,BMW 3 Series 320d,BMW,2011,1395000,89000,Diesel
4842,Volkswagen Polo 1.2 MPI Highline,Volkswagen,2014,535000,7000,Petrol
4843,Maruti Celerio LXI,Maruti,2014,390000,58470,Petrol
4844,Maruti Wagon R VXI 1.2,Maruti,2014,280000,37000,Petrol
4845,Maruti Ciaz ZDi Plus,Maruti,2016,875000,29000,Diesel
4846,Audi A4 2.0 TDI,Audi,2013,1950000,52000,Diesel
4847,Honda Brio S MT,Honda,2013,275000,32807,Petrol
4848,Mahindra Scorpio VLX 2WD AT BSIV,Mahindra,2013,800000,86000,Diesel
4849,Honda City i DTEC V,Honda,2014,570000,66500,Diesel
4850,BMW X1 sDrive20d,BMW,2012,1250000,94000,Diesel
4851,Chevrolet Spark 1.0 LT,Chevrolet,2011,175000,29000,Petrol
4852,Ford Figo Diesel EXI,Ford,2010,190000,107389,Diesel
4853,Maruti Swift VXI BSIV,Maruti,2015,450000,36100,Petrol
4854,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mercedes-Benz,2015,3030000,16329,Diesel
4855,Skoda Octavia Elegance 2.0 TDI AT,Skoda,2014,1600000,36000,Diesel
4856,BMW X3 xDrive20d xLine,BMW,2017,3278000,41816,Diesel
4857,Hyundai EON Era Plus,Hyundai,2015,250000,54680,Petrol
4858,Audi A4 35 TDI Technology,Audi,2017,4300000,14000,Diesel
4859,Ford Figo 2015-2019 1.2P Titanium MT,Ford,2017,538000,23977,Petrol
4860,Maruti Alto K10 2010-2014 VXI,Maruti,2013,265000,30131,Petrol
4861,Maruti Alto 800 2016-2019 VXI,Maruti,2017,330000,2530,Petrol
4862,Mercedes-Benz New C-Class C 220 CDI Style,Mercedes-Benz,2015,3400000,39000,Diesel
4863,Hyundai Santro D Lite,Hyundai,2001,70000,140000,Petrol
4864,Hyundai Xcent 1.1 CRDi S,Hyundai,2017,683000,32257,Diesel
4865,Honda Amaze S i-Dtech,Honda,2016,577000,46983,Diesel
4866,Maruti Swift Vdi BSIII,Maruti,2008,310000,107000,Diesel
4867,Volkswagen Polo 1.2 MPI Comfortline,Volkswagen,2017,495000,19000,Petrol
4868,Audi A4 2.0 TDI 177 Bhp Premium Plus,Audi,2013,1625000,88000,Diesel
4869,Land Rover Range Rover 3.6 TDV8 Vogue SE,Land,2012,5254000,84384,Diesel
4870,Mahindra XUV500 W8 2WD,Mahindra,2011,640000,128000,Diesel
4871,Ford Endeavour 2.5L 4X2,Ford,2011,695000,71000,Diesel
4872,Tata Indica V2 DLX,Tata,2008,85000,50000,Diesel
4873,Maruti Baleno Alpha,Maruti,2016,695000,16000,Petrol
4874,Hyundai Xcent 1.1 CRDi Base,Hyundai,2017,345000,82000,Diesel
4875,Honda Civic 2006-2010 1.8 S MT,Honda,2008,275000,80000,Petrol
4876,Hyundai i20 Sportz Option 1.2,Hyundai,2015,495000,36000,Petrol
4877,Tata Nexon 1.2 Revotron XZ Plus,Tata,2018,961999,17477,Petrol
4878,Hyundai i20 Sportz 1.2,Hyundai,2016,679000,16725,Petrol
4879,Maruti Swift Dzire ZXI,Maruti,2014,450000,48241,Petrol
4880,Maruti Wagon R LXI,Maruti,2014,301000,52431,Petrol
4881,Hyundai i20 Sportz 1.4 CRDi,Hyundai,2012,440000,68000,Diesel
4882,Toyota Fortuner 4x2 AT,Toyota,2012,1748999,158000,Diesel
4883,Hyundai i10 Sportz,Hyundai,2014,466000,31446,Petrol
4884,Hyundai Grand i10 Asta,Hyundai,2015,550000,25000,Petrol
4885,Hyundai i20 Asta 1.2,Hyundai,2016,600000,57000,Petrol
4886,Hyundai Santro Xing XL AT eRLX Euro II,Hyundai,2007,240000,76000,Petrol
4887,Maruti Vitara Brezza ZDi Plus,Maruti,2018,1019000,57078,Diesel
4888,Honda Amaze S i-Dtech,Honda,2016,525000,47471,Diesel
4889,Mercedes-Benz M-Class ML 250 CDI,Mercedes-Benz,2014,4500000,50000,Diesel
4890,Hyundai i20 Sportz Diesel,Hyundai,2010,270000,62000,Diesel
4891,Hyundai i10 Era,Hyundai,2013,339000,65807,Petrol
4892,Maruti Swift Dzire VDI,Maruti,2014,569000,81768,Diesel
4893,BMW Z4 2009-2013 Roadster 2.5i,BMW,2018,5854000,9952,Petrol
4894,Maruti Baleno Alpha Diesel,Maruti,2017,840000,24000,Diesel
4895,Chevrolet Beat Diesel,Chevrolet,2012,250000,72921,Diesel
4896,Honda Brio V MT,Honda,2012,325000,59000,Petrol
4897,Ford Figo Diesel Titanium,Ford,2014,325000,33000,Diesel
4898,Maruti Celerio VXI AT,Maruti,2016,425000,36789,Petrol
4899,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Mercedes-Benz,2014,1850000,41000,Diesel
4900,Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,2007,240000,71000,Petrol
4901,Honda Brio S MT,Honda,2015,425000,46650,Petrol
4902,Maruti Baleno Alpha CVT,Maruti,2018,885000,3000,Petrol
4903,Hyundai EON Sportz,Hyundai,2014,413999,14799,Petrol
4904,Toyota Prius 2009-2016 Z4,Toyota,2011,1275000,44000,Electric
4905,Hyundai i20 1.4 CRDi Sportz,Hyundai,2015,700000,68525,Diesel
4906,Ford Endeavour 3.2 Titanium AT 4X4,Ford,2018,3300000,15000,Diesel
4907,Honda City i-VTEC VX,Honda,2017,1000000,29000,Petrol
4908,Maruti SX4 ZDI,Maruti,2012,353000,77407,Diesel
4909,Chevrolet Optra Magnum 1.6 LS Petrol,Chevrolet,2007,135000,118000,Petrol
4910,Volkswagen Vento Diesel Highline,Volkswagen,2013,450000,75000,Diesel
4911,Honda City V MT,Honda,2012,490000,69000,Petrol
4912,Hyundai Creta 1.6 CRDi SX Option,Hyundai,2016,1226000,52553,Diesel
4913,Hyundai Xcent 1.1 CRDi SX,Hyundai,2014,399000,58000,Diesel
4914,Mercedes-Benz GLC 220d 4MATIC Style,Mercedes-Benz,2017,4695000,24000,Diesel
4915,Ford Figo Diesel EXI,Ford,2015,380000,65542,Diesel
4916,Volkswagen Jetta 2007-2011 2.0 TDI Trendline,Volkswagen,2013,675000,68008,Diesel
4917,Mahindra TUV 300 2015-2019 T8,Mahindra,2017,875000,22251,Diesel
4918,Ford Ecosport 1.5 Ti VCT MT Titanium,Ford,2013,520000,55000,Petrol
4919,Hyundai Verna 1.6 SX VTVT (O),Hyundai,2017,842000,19387,Petrol
4920,Maruti Wagon R LXI CNG,Maruti,2014,300000,58000,CNG
4921,Hyundai i20 Sportz 1.2,Hyundai,2016,575000,24001,Petrol
4922,Audi A4 New 2.0 TDI Multitronic,Audi,2008,975000,17000,Diesel
4923,Nissan Micra Active XV S,Nissan,2015,350000,28500,Petrol
4924,Mercedes-Benz M-Class ML 250 CDI,Mercedes-Benz,2014,3000000,66000,Diesel
4925,Land Rover Discovery Sport TD4 S,Land,2017,3500000,22000,Diesel
4926,Hyundai Creta 1.6 SX Option Executive,Hyundai,2018,1325000,44383,Petrol
4927,Skoda Rapid 1.6 TDI Active,Skoda,2013,365000,45000,Diesel
4928,Maruti Swift Dzire VDI,Maruti,2015,525000,58000,Diesel
4929,Hyundai Creta 1.6 SX,Hyundai,2016,969999,69000,Petrol
4930,Hyundai Grand i10 CRDi Sportz,Hyundai,2017,521000,60993,Diesel
4931,Mahindra TUV 300 T8,Mahindra,2016,630000,67000,Diesel
4932,Hyundai Grand i10 CRDi Sportz,Hyundai,2014,472000,51134,Diesel
4933,BMW X5 xDrive 30d,BMW,2011,2800000,55000,Diesel
4934,Maruti Dzire AMT VDI,Maruti,2018,836999,25082,Diesel
4935,Toyota Fortuner 4x4 MT,Toyota,2012,1400000,68350,Diesel
4936,Audi A6 2011-2015 35 TDI Technology,Audi,2015,3600000,50000,Diesel
4937,Honda Jazz 1.5 V i DTEC,Honda,2015,640000,97000,Diesel
4938,Audi Q7 4.2 TDI Quattro Technology,Audi,2015,5169000,56238,Diesel
4939,Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV,Mahindra,2014,800000,72618,Diesel
4940,Chevrolet Cruze LTZ,Chevrolet,2012,980000,62005,Diesel
4941,Chevrolet Beat Diesel LT,Chevrolet,2012,270000,61250,Diesel
4942,Audi A4 35 TDI Premium Plus,Audi,2014,2437000,28469,Diesel
4943,Skoda Rapid 1.6 MPI AT Style,Skoda,2018,972000,21488,Petrol
4944,Maruti Swift Dzire VDI,Maruti,2014,500000,197000,Diesel
4945,Toyota Fortuner 3.0 Diesel,Toyota,2009,1050000,138205,Diesel
4946,Maruti Swift VDI,Maruti,2012,390000,160000,Diesel
4947,Honda City 1.5 V MT Exclusive,Honda,2012,565000,67590,Petrol
4948,Mercedes-Benz M-Class ML 250 CDI,Mercedes-Benz,2012,2995000,52000,Diesel
4949,Maruti Swift Ldi BSIII,Maruti,2008,300000,100000,Diesel
4950,Ford Aspire Titanium Diesel,Ford,2017,600000,60048,Diesel
4951,Hyundai i10 Sportz,Hyundai,2009,211000,48000,Petrol
4952,Fiat Punto 1.4 Emotion,Fiat,2010,149000,47000,Petrol
4953,Maruti Alto LXi,Maruti,2011,150000,100000,Petrol
4954,Toyota Etios Liva GD,Toyota,2013,467000,62601,Diesel
4955,Maruti Swift VXI BSIV,Maruti,2006,285000,80010,Petrol
4956,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mercedes-Benz,2017,3364000,26493,Diesel
4957,Tata Indica V2 DLE BSIII,Tata,2011,91000,96000,Diesel
4958,Maruti Alto 800 VXI,Maruti,2014,242000,45700,Petrol
4959,Skoda Superb 2.8 V6 AT,Skoda,2005,325000,13000,Petrol
4960,Volkswagen Polo Petrol Comfortline 1.2L,Volkswagen,2013,280000,38000,Petrol
4961,Maruti Dzire AMT ZXI Plus,Maruti,2019,830000,8018,Petrol
4962,Mahindra Scorpio VLX,Mahindra,2010,525000,144400,Diesel
4963,Maruti Swift Vdi BSIII,Maruti,2010,290000,152000,Diesel
4964,BMW 3 Series 320d Prestige,BMW,2013,1500000,71000,Diesel
4965,Tata Nano STD SE,Tata,2012,53000,80000,Petrol
4966,Toyota Innova 2.5 VX (Diesel) 8 Seater,Toyota,2014,1250000,87143,Diesel
4967,Honda Brio S Option MT,Honda,2012,275000,25000,Petrol
4968,Tata Tiago AMT 1.2 Revotron XZA,Tata,2018,500000,2000,Petrol
4969,Mahindra Scorpio SLE BSIV,Mahindra,2014,709000,45239,Diesel
4970,BMW 5 Series 2003-2012 525d,BMW,2011,1998999,101999,Diesel
4971,Toyota Corolla Altis D-4D GL,Toyota,2014,1075000,74219,Diesel
4972,Honda City i VTEC CVT VX,Honda,2016,944999,25000,Petrol
4973,Hyundai Verna CRDi 1.6 SX Option,Hyundai,2008,290000,109606,Diesel
4974,Maruti Swift Dzire VDI Optional,Maruti,2015,470000,36000,Diesel
4975,Maruti Ciaz ZXi,Maruti,2016,711000,41810,Petrol
4976,Ford Ecosport 1.5 DV5 MT Titanium,Ford,2014,625000,93321,Diesel
4977,Maruti Alto K10 2010-2014 VXI,Maruti,2011,220000,81000,Petrol
4978,Honda Amaze V CVT Petrol,Honda,2019,886000,25717,Petrol
4979,Mahindra XUV500 W6 2WD,Mahindra,2015,930000,37000,Diesel
4980,Mahindra TUV 300 2015-2019 T8,Mahindra,2017,757000,56380,Diesel
4981,Honda Jazz VX,Honda,2017,790000,8000,Petrol
4982,Maruti Swift VXI BSIII W/ ABS,Maruti,2018,565000,14589,Petrol
4983,Volkswagen Polo Petrol Highline 1.2L,Volkswagen,2013,325000,65088,Petrol
4984,Hyundai Creta 1.6 SX Option Diesel,Hyundai,2019,1627000,24864,Diesel
4985,Chevrolet Beat LS,Chevrolet,2011,321000,64831,Petrol
4986,Honda Amaze VX i-DTEC,Honda,2013,390000,38001,Diesel
4987,Mercedes-Benz E-Class 230 E AT,Mercedes-Benz,2008,650000,77000,Petrol
4988,BMW 5 Series 530d M Sport,BMW,2016,4800000,27000,Diesel
4989,Audi A3 35 TDI Premium Plus,Audi,2016,1889999,39000,Diesel
4990,Maruti Swift Dzire VDI,Maruti,2015,360000,131000,Diesel
4991,Maruti Swift Dzire VDI,Maruti,2015,550000,43000,Diesel
4992,Toyota Innova 2.5 V Diesel 7-seater,Toyota,2011,700000,68000,Diesel
4993,BMW X3 xDrive20d,BMW,2016,4175000,45165,Diesel
4994,BMW 5 Series 2003-2012 525d,BMW,2007,1050000,120000,Diesel
4995,Mahindra XUV500 W8 2WD,Mahindra,2014,1009000,86091,Diesel
4996,Honda City 1.5 S MT,Honda,2009,300000,71499,Petrol
4997,Force One LX 4x4,Force,2014,1200000,50000,Diesel
4998,Volkswagen Polo 1.5 TDI Comfortline,Volkswagen,2015,491000,66000,Diesel
4999,Honda Jazz S,Honda,2010,200000,45000,Petrol
5000,Toyota Etios Liva GD SP,Toyota,2015,530000,69189,Diesel
5001,Nissan Terrano XV Premium 110 PS,Nissan,2014,722000,40206,Diesel
5002,BMW X3 xDrive 20d xLine,BMW,2017,3257000,36723,Diesel
5003,Hyundai i20 1.2 Magna,Hyundai,2010,275000,57500,Petrol
5004,Maruti Eeco 5 STR With AC Plus HTR CNG,Maruti,2018,433000,43912,CNG
5005,Ford Fiesta EXi 1.4 TDCi Ltd,Ford,2011,375000,52000,Diesel
5006,Honda City 1.5 V AT,Honda,2014,591000,60952,Petrol
5007,Maruti Swift VDI BSIV,Maruti,2013,434999,87192,Diesel
5008,Hyundai Grand i10 CRDi SportZ Edition,Hyundai,2014,325000,58000,Diesel
5009,Audi Q7 45 TDI Quattro Technology,Audi,2017,6800000,59500,Diesel
5010,Volkswagen Ameo 1.2 MPI Highline 16 Alloy,Volkswagen,2016,550000,16650,Petrol
5011,Honda City i VTEC CVT VX,Honda,2018,1208000,34696,Petrol
5012,Maruti Baleno Alpha 1.3,Maruti,2018,748000,42243,Diesel
5013,Hyundai Grand i10 CRDi Sportz,Hyundai,2016,550000,57824,Diesel
5014,Maruti Swift Dzire VDi,Maruti,2011,350000,110000,Diesel
5015,Maruti Swift 1.3 VXi,Maruti,2006,160000,63000,Petrol
5016,Land Rover Freelander 2 TD4 HSE,Land,2013,1550000,72000,Diesel
5017,Toyota Fortuner 3.0 Diesel,Toyota,2013,1900000,63455,Diesel
5018,Honda Jazz VX Diesel,Honda,2017,840000,17151,Diesel
5019,Maruti Vitara Brezza LDi Option,Maruti,2016,725000,31001,Diesel
5020,Maruti Swift Dzire VDI,Maruti,2014,425000,42109,Diesel
5021,Skoda Rapid 1.5 TDI AT Elegance,Skoda,2015,570000,55000,Diesel
5022,Land Rover Freelander 2 TD4 SE,Land,2013,2600000,46000,Diesel
5023,Maruti Alto 800 LXI,Maruti,2013,249000,30852,Petrol
5024,Volkswagen Polo Petrol Highline 1.2L,Volkswagen,2011,300000,65000,Petrol
5025,Honda City i DTEC SV,Honda,2015,595000,65000,Diesel
5026,Maruti Swift Dzire LDI,Maruti,2013,269000,72000,Diesel
5027,Audi A4 2.0 TDI 177 Bhp Technology Edition,Audi,2014,2600000,29000,Diesel
5028,Honda City i VTEC VX,Honda,2015,550000,32000,Petrol
5029,Ford Figo Aspire 1.2 Ti-VCT Ambiente,Ford,2016,484999,29875,Petrol
5030,Maruti Vitara Brezza LDi,Maruti,2018,839000,32539,Diesel
5031,Renault Duster 110PS Diesel RxL,Renault,2015,799000,83090,Diesel
5032,Hyundai i20 Active 1.4 SX,Hyundai,2016,695000,62679,Diesel
5033,Mahindra Logan Petrol 1.4 GLE,Mahindra,2010,150000,93000,Petrol
5034,Honda City ZX GXi,Honda,2006,155000,44000,Petrol
5035,Ford Figo Petrol EXI,Ford,2010,275000,78400,Petrol
5036,Renault Duster Petrol RxL,Renault,2014,425000,71300,Petrol
5037,Hyundai i10 Sportz 1.2,Hyundai,2015,285000,18000,Petrol
5038,Land Rover Discovery Sport TD4 HSE 7S,Land,2019,5614000,24013,Diesel
5039,Audi Q5 2008-2012 2.0 TFSI Quattro,Audi,2009,1000000,99100,Petrol
5040,Maruti Versa DX2 BS II,Maruti,2003,125000,62000,Petrol
5041,Maruti Swift Dzire ZDI,Maruti,2017,750000,14000,Diesel
5042,Audi A4 2.0 TDI Premium Sport Limited Edition,Audi,2015,2581000,44811,Diesel
5043,Volkswagen Polo 1.2 MPI Comfortline,Volkswagen,2014,430000,44000,Petrol
5044,Toyota Fortuner 3.0 Diesel,Toyota,2010,1100000,136000,Diesel
5045,Toyota Fortuner 3.0 Diesel,Toyota,2010,1175000,144113,Diesel
5046,Honda Accord 2.4 MT,Honda,2012,658000,94989,Petrol
5047,Maruti Swift ZDi,Maruti,2012,480000,58133,Diesel
5048,Skoda Fabia 1.2 MPI Classic,Skoda,2008,165000,61000,Petrol
5049,Jeep Compass 2.0 Sport,Jeep,2017,1500000,27000,Diesel
5050,Tata Nano Twist XT,Tata,2014,100000,18050,Petrol
5051,Ford Fiesta 1.6 ZXi ABS,Ford,2007,165000,145277,Petrol
5052,Maruti Celerio ZDi,Maruti,2015,360000,42000,Diesel
5053,Toyota Fortuner 3.0 Diesel,Toyota,2011,1150000,86000,Diesel
5054,Maruti Celerio ZDi,Maruti,2015,360000,42150,Diesel
5055,Hyundai EON Era Plus,Hyundai,2015,305000,30158,Petrol
5056,Ford Fiesta Diesel Trend,Ford,2011,600000,47000,Diesel
5057,Volkswagen Polo 1.2 MPI Comfortline,Volkswagen,2013,375000,39000,Petrol
5058,Volkswagen Polo 1.2 MPI Comfortline,Volkswagen,2016,617000,32125,Petrol
5059,Maruti Vitara Brezza ZDi,Maruti,2017,905000,58829,Diesel
5060,Honda Brio S MT,Honda,2013,405000,67559,Petrol
5061,Maruti Swift Dzire VXi,Maruti,2013,425000,55000,Petrol
5062,Maruti Celerio LXI MT,Maruti,2018,375000,30000,Petrol
5063,Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyundai,2016,1185000,28000,Petrol
5064,Ford Ecosport 1.5 DV5 MT Titanium,Ford,2016,824000,31826,Diesel
5065,Maruti Swift VDI BSIV W ABS,Maruti,2016,599000,64000,Diesel
5066,Honda CR-V RVi MT,Honda,2008,650000,100009,Petrol
5067,Land Rover Discovery Sport SD4 HSE Luxury 7S,Land,2019,5891000,17201,Diesel
5068,Mahindra XUV500 W8 2WD,Mahindra,2014,800000,74345,Diesel
5069,Volkswagen Polo 1.2 MPI Highline,Volkswagen,2015,463999,58134,Petrol
5070,Hyundai i10 Magna AT,Hyundai,2010,332000,30566,Petrol
5071,Hyundai i10 Magna 1.2,Hyundai,2012,278000,55231,Petrol
5072,Chevrolet Cruze LTZ AT,Chevrolet,2016,894999,67774,Diesel
5073,Mercedes-Benz E-Class E 200 CGI,Mercedes-Benz,2013,2195000,50319,Petrol
5074,Hyundai Sonata 2.4 GDI,Hyundai,2013,790000,45000,Petrol
5075,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Mercedes-Benz,2007,2900000,43627,Petrol
5076,Volkswagen Polo Diesel Trendline 1.2L,Volkswagen,2013,325000,45000,Diesel
5077,Honda City i VTEC SV,Honda,2014,590000,10500,Petrol
5078,Maruti Vitara Brezza ZDi,Maruti,2017,988000,21789,Diesel
5079,Hyundai Elite i20 Asta Option,Hyundai,2019,877999,21134,Petrol
5080,Tata New Safari Dicor EX 4X2,Tata,2011,275000,90000,Diesel
5081,Nissan Sunny 2011-2014 Diesel XL,Nissan,2014,598000,51553,Diesel
5082,BMW 3 Series 330 Ci Convertible,BMW,2011,3100000,31000,Petrol
5083,Toyota Corolla 1.8 J,Toyota,2011,355000,67422,Petrol
5084,Hyundai Verna 1.6 SX,Hyundai,2015,624000,60519,Diesel
5085,Maruti Swift Dzire VDi,Maruti,2009,219000,34000,Diesel
5086,Maruti Dzire VDI,Maruti,2013,550000,68434,Diesel
5087,Maruti Alto K10 VXI,Maruti,2014,210000,17000,Petrol
5088,Jaguar XJ 5.0 L V8 Supercharged,Jaguar,2011,5066000,43686,Petrol
5089,Mercedes-Benz New C-Class 220 CDI AT,Mercedes-Benz,2012,1400000,22000,Diesel
5090,Hyundai Verna CRDi 1.6 SX Option,Hyundai,2013,550000,79225,Diesel
5091,Chevrolet Aveo 1.6 LT,Chevrolet,2007,120000,63000,Petrol
5092,Maruti Swift VXI BSIV,Maruti,2014,530000,61922,Petrol
5093,Hyundai Verna 1.6 CRDi S,Hyundai,2015,630000,85000,Diesel
5094,Mercedes-Benz GLC 220d Celebration Edition,Mercedes-Benz,2017,4047000,26192,Diesel
5095,Toyota Fortuner 4x2 Manual,Toyota,2013,1610000,65000,Diesel
5096,Audi Q5 2008-2012 2.0 TDI,Audi,2014,2500000,44999,Diesel
5097,BMW 3 Series 320d Dynamic,BMW,2008,795000,81308,Diesel
5098,Maruti Alto 800 2016-2019 LXI,Maruti,2016,265000,35000,Petrol
5099,Maruti Alto K10 2010-2014 VXI,Maruti,2012,281000,65349,Petrol
5100,Audi A4 1.8 TFSI Technology Edition,Audi,2012,1750000,80000,Petrol
5101,Maruti Swift VXi BSIV,Maruti,2012,330000,61000,Petrol
5102,Maruti Wagon R VXI,Maruti,2019,534000,31817,Petrol
5103,Skoda Rapid 1.5 TDI Ambition,Skoda,2016,850000,41000,Diesel
5104,Honda Jazz S,Honda,2010,269000,82606,Petrol
5105,Mahindra XUV500 W10 2WD,Mahindra,2015,1150000,52000,Diesel
5106,Maruti Ritz VXi,Maruti,2011,405999,50318,Petrol
5107,Mercedes-Benz GLE 250d,Mercedes-Benz,2016,4900000,50000,Diesel
5108,Skoda Rapid 1.6 TDI Ambition,Skoda,2012,459999,72000,Diesel
5109,Hyundai Grand i10 CRDi Magna,Hyundai,2015,396000,63776,Diesel
5110,Hyundai Elite i20 Petrol Asta,Hyundai,2015,560000,28133,Petrol
5111,Tata Zest Quadrajet 1.3 75PS XE,Tata,2017,375000,45000,Diesel
5112,Hyundai i20 Magna 1.4 CRDi,Hyundai,2015,550000,55697,Diesel
5113,Skoda Rapid 1.6 TDI Elegance,Skoda,2012,300000,62000,Diesel
5114,Fiat Linea Emotion,Fiat,2011,300000,48000,Petrol
5115,Maruti Swift VXI BSIII W/ ABS,Maruti,2010,295000,90246,Petrol
5116,Tata Indica V2 2001-2011 eLS,Tata,2015,245000,80500,Diesel
5117,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Mercedes-Benz,2012,1399000,119000,Diesel
5118,Mercedes-Benz GLE 350d,Mercedes-Benz,2016,6075000,28541,Diesel
5119,Hyundai Santro Xing XP,Hyundai,2008,117000,45500,Petrol
5120,Honda City V MT AVN,Honda,2012,450000,41000,Petrol
5121,Hyundai i20 Magna,Hyundai,2010,250000,58000,Petrol
5122,Toyota Fortuner 4x2 Manual,Toyota,2015,2050000,99000,Diesel
5123,Hyundai Grand i10 Magna,Hyundai,2014,390000,31200,Petrol
5124,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Volkswagen,2009,350000,85000,Diesel
5125,Ford EcoSport 1.5 Ti VCT AT Titanium,Ford,2016,830000,60924,Petrol
5126,Hyundai EON Magna Plus,Hyundai,2012,250000,45000,Petrol
5127,Nissan Micra XV CVT,Nissan,2011,265000,44000,Petrol
5128,Honda Jazz 1.2 V CVT i VTEC,Honda,2016,742000,30534,Petrol
5129,Volkswagen Polo 1.2 MPI Trendline,Volkswagen,2016,463000,46399,Petrol
5130,Maruti Alto LXi,Maruti,2008,109000,42000,Petrol
5131,Hyundai Verna 1.6 SX,Hyundai,2011,380000,67000,Diesel
5132,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Mercedes-Benz,2013,1575000,58000,Diesel
5133,Tata Zest Revotron 1.2 XT,Tata,2015,527000,27000,Petrol
5134,Honda Brio S Option MT,Honda,2012,275000,39566,Petrol
5135,Honda Jazz VX Diesel,Honda,2016,740000,14980,Diesel
5136,Maruti Alto K10 VXI AGS,Maruti,2017,390000,18491,Petrol
5137,Maruti Zen VXi - BS III,Maruti,2000,70000,90000,Petrol
5138,Hyundai i20 Sportz 1.4 CRDi,Hyundai,2015,590000,118211,Diesel
5139,Maruti SX4 S Cross DDiS 320 Zeta,Maruti,2016,958000,63316,Diesel
5140,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Mercedes-Benz,2014,2495000,42000,Diesel
5141,Chevrolet Enjoy Petrol LS 7 Seater,Chevrolet,2015,429000,25648,Petrol
5142,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Mercedes-Benz,2011,1150000,67612,Diesel
5143,Mahindra XUV500 W4,Mahindra,2016,965000,33000,Diesel
5144,Hyundai i10 Sportz,Hyundai,2015,375000,20000,Petrol
5145,Hyundai Getz 1.3 GLS,Hyundai,2007,110000,143000,Petrol
5146,Audi Q7 3.0 TDI quattro,Audi,2014,3141000,118218,Diesel
5147,Mahindra Scorpio SLE BSIV,Mahindra,2012,600000,99000,Diesel
5148,Honda Jazz 1.2 SV i VTEC,Honda,2016,555000,22700,Petrol
5149,Tata Safari Storme 2012-2015 EX,Tata,2017,1091000,28000,Diesel
5150,Mahindra XUV500 W6 2WD,Mahindra,2014,725000,62000,Diesel
5151,Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,2012,390000,107023,Diesel
5152,Maruti Swift Dzire ZDi,Maruti,2012,395000,71082,Diesel
5153,Audi Q3 2.0 TDI,Audi,2013,2200000,60000,Diesel
5154,Maruti Celerio ZXI,Maruti,2014,338000,21701,Petrol
5155,Honda City V MT Exclusive,Honda,2011,345000,56000,Petrol
5156,Hyundai i20 1.2 Spotz,Hyundai,2016,575000,32450,Petrol
5157,Renault KWID RXT,Renault,2016,275000,12500,Petrol
5158,Mercedes-Benz CLA 200 CDI Sport,Mercedes-Benz,2019,3030000,20483,Diesel
5159,Ford Ecosport 1.5 DV5 MT Titanium,Ford,2014,750000,45800,Diesel
5160,Hyundai i20 Asta 1.2,Hyundai,2015,687000,35441,Petrol
5161,Toyota Innova 2.5 ZX Diesel 7 Seater,Toyota,2015,1520000,86398,Diesel
5162,Nissan Sunny 2011-2014 Diesel XL,Nissan,2012,350000,150000,Diesel
